reviewTitle	reviewText	reviewRating	reviewDate
1699	Great value and excellent product!	We love this filter since it is perfect for air handlers with the odd size of 14 x 30.  There is really no need for anything more extravagant since this filter will not impede air flow like the more expensive versions of this same filter.Delivery was great with Amazon Prime (arrived in 1 day due to our proximity to an Amazon prime distribution center).	5.0 out of 5 stars	on October 11, 2011
1700	Excellent!	Seller is excellent. Received filters in a prompt manner. Filters are great, believe it or not, but the qualityof the air in my apartment has improved. We have always used 3M filters but i love these... Price/quality!!!	5.0 out of 5 stars	on September 30, 2011
1701	No one had my filter size BUT Amazon!	No one had my filter size but Amazon!I have a 50+ home with a really wierd sized filter for the air flow. The local hardware store in my neighborhood stopped carrying the sizes I needed; 20 x 24 x 1. The first placed I used was Amazon. I had been using a do-it-yourself cut-to-size filter for the last year. We have been getting sick and the house as been dustier than it ever has been. Since getting this filter from amazon we have less dust and I can tell that I can breathe easier. Plus I feel better that my infant daughter is finally getting filtered air.The price is awesome, even the normal size filters and regualr stores around me run 8-10 bucks. I got these for a steal and they'll last me the next 1-2 years.  I definitely recommend these to anyone.	5.0 out of 5 stars	on September 28, 2011
1702	Amazing Filters!	My husband and I have horrible allergies! in just one night, this filter reduced the pollen levels of a texas summer to completely manageable. I can't wait to see what these will do as we keep using them!	5.0 out of 5 stars	on August 24, 2011
1703	3M Dust reduction air filter	In my area (Western NC) 18 x 18 air filters are uncommon, so I was very glad I thought to check amazon.com.I haven't had it long enough to know whether it lasts, but it certainly has improved the air quality in our office.The product arrived in good time and in excellent condition. I am quite satisfied.MGC	5.0 out of 5 stars	on July 30, 2011
1704	So glad I found these on Amazon.com!	We have two air returns in our house, and the smaller one is this 12x12x1 size. I used to be able to buy those filters at a regular discount store, but recently all the stores in my town have stopped carrying this size. I was about to give up and buy of of the filters that you cut to size when someone suggested that I try Amazon.com. I was so happy to see they had them. The price was comparable to buying them separately, and now I don't have to worry about buying more for 6 months.	5.0 out of 5 stars	on July 7, 2011
1705	12x12x1" Fit Problem	I usually buy these (or other) filters locally, however Amazon has a good price for the 6-pack of 12x12x1". I generally have no problem with the quality of these and would rate them 4-5 stars, however I think Filtrete has a bad batch here, since the ones I received are about a 1/4" too big in length and width (thickness is fine). I really had to force them into place. Hopefully, I'll be able to get them back out when the time comes, without dislodging all the dust back into the room!	2.0 out of 5 stars	on April 16, 2011
1706	Good to go	The shipping box was well built and secure. Each filter is individually sealed in plastic. I installed the filters (my system has 2 intakes) with the AC running.  I did not notice any increased pressure when I removed a 3 day old cheap fiberglass filter and installed this one. Was this a scientific measurement, no. Do I have confidence in my assessment, yes.  Like many people I was concerned about increased pressure on the system.  It is my belief the Filtrete 300 does not put any more strain on the unit than the cheapo fiberglass filter. I plan to try the Filtrete 600 the next time I need filters but will not go any higher than that.	5.0 out of 5 stars	on April 1, 2011
1707	Hard to find in my area	I have recently had a hard time finding these filters in this size in my area. I was glad to see them here. Much easier to purchase. Had them in a few days.	5.0 out of 5 stars	on November 8, 2010
1708	Gets the job done	These filters do a great job of capturing the dust. The price at Amazon is great, especially with free shipping.	4.0 out of 5 stars	on August 31, 2010
1709	Great Filters - I love Amazon!	These are perfect.  I searched Lowes and Home Depot for this special size and had no luck.  On a lark I figured that I would check Amazon and was surprised to find them with free (Prime) shipping.  Amazon made my day and now my air conditioner is running much better with this new supply of fresh, high quality filters.  Thank you Amazon!	5.0 out of 5 stars	on June 29, 2010
1710	Good filters for the price	Bought a house in 06 and haven't changed the filters one time since moving in.  Bought the 6 pack and replaced the ones in my house.  They all work well just as specified.  No Complaints!These are good filters, but if you are specially prone to allergy problems, I would recommend upgrading to a better micro-allergen filter.	4.0 out of 5 stars	on January 14, 2010
1711	filters	I've been using these filters for a few years now, they do a good job keeping the gunk out of my ac system. I have pets so the filters have to deal with tons of dog and cat hair, and I'm highly allergic to dust mite debris, so I appreciate the extra work these suckers do. I change mine about twice a year, instead of the 4 they recommend, but give it a light vacuuming every now and then to prolong it's life. They are a little more expensive, but I'm happy to pay for the hard to find size that fits my house, and enjoy the extra dust reducing benefits along the way.	4.0 out of 5 stars	on December 28, 2009
